scientificName,phylum,class,order,family,genus,target_group,Genus,FBname,Length,LTypeMaxM,DemersPelag,DepthRangeShallow,DepthRangeDeep,BodyShapeI,AnaCat,Importance,MainCatchingMethod
Lycodes pallidus,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes,fish,Lycodes,Pale eelpout,26,TL,demersal,6,1750,elongated,NA,NA,NA
Argyropelecus gigas,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,fish,Argyropelecus,Hatchetfish,12,SL,bathypelagic,300,1000,short and / or deep,NA,of no interest,NA
Notropis hudsonius,Chordata,Teleostei,Cypriniformes,Cyprinidae,Notropis,fish,Notropis,Spottail shiner,15,TL,benthopelagic,NA,NA,elongated,NA,commercial,NA
Oncorhynchus mykiss,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,fish,Oncorhynchus,Rainbow trout,122,TL,benthopelagic,0,200,fusiform / normal,anadromous,highly commercial,hooks and lines
Opisthonema oglinum,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Opisthonema,fish,Opisthonema,Atlantic thread herring,38,TL,reef-associated,1,50,fusiform / normal,NA,commercial,seines
Argyropelecus sladeni,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,fish,Argyropelecus,Sladen's hatchet fish,8.300000190734863,TL,bathypelagic,0,2926,short and / or deep,NA,of no interest,NA
Psenes pellucidus,Chordata,Teleostei,Scombriformes,Nomeidae,Psenes,fish,Psenes,Bluefin driftfish,80,TL,bathypelagic,NA,1000,short and / or deep,NA,commercial,trawls
Cottus bairdii,Chordata,Teleostei,Perciformes,Cottidae,Cottus,fish,Cottus,Mottled sculpin,15,TL,demersal,NA,16,elongated,NA,NA,NA
Myoxocephalus scorpioides,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,fish,Myoxocephalus,Arctic sculpin,22,TL,demersal,0,280,elongated,NA,NA,NA
Synchiropus goodenbeani,Chordata,Teleostei,Callionymiformes,Callionymidae,Synchiropus,fish,Synchiropus,Palefin dragonet,18.3700008392334,SL,demersal,47,396,elongated,NA,NA,NA
Gobiosoma ginsburgi,Chordata,Teleostei,Gobiiformes,Gobiidae,Gobiosoma,fish,Gobiosoma,Seaboard goby,6,TL,demersal,NA,50,elongated,NA,NA,NA
Alepisaurus brevirostris,Chordata,Teleostei,Aulopiformes,Alepisauridae,Alepisaurus,fish,Alepisaurus,Short snouted lancetfish,96,TL,bathypelagic,640,1591,elongated,NA,NA,NA
Gymnothorax moringa,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,fish,Gymnothorax,Spotted moray,200,TL,reef-associated,0,200,eel-like,NA,minor commercial,NA
Bothus ocellatus,Chordata,Teleostei,Pleuronectiformes,Bothidae,Bothus,fish,Bothus,Eyed flounder,18,TL,reef-associated,1,110,short and / or deep,NA,minor commercial,trawls
Ceratoscopelus townsendi,Chordata,Teleostei,Myctophiformes,Myctophidae,Ceratoscopelus,fish,Ceratoscopelus,Dogtooth lampfish,18.399999618530273,TL,bathypelagic,100,500,elongated,NA,NA,NA
Conocara salmoneum,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Conocara,fish,Conocara,Salmon smooth-head,73,SL,bathypelagic,2400,4500,elongated,NA,NA,NA
Pontinus longispinis,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus,fish,Pontinus,Longspine scorpionfish,31.600000381469727,TL,demersal,75,440,fusiform / normal,NA,NA,NA
Lota lota,Chordata,Teleostei,Gadiformes,Lotidae,Lota,fish,Lota,Burbot,152,TL,demersal,1,700,elongated,potamodromous,commercial,seines
Coccorella atlantica,Chordata,Teleostei,Aulopiformes,Evermannellidae,Coccorella,fish,Coccorella,Atlantic sabretooth,18.5,SL,bathypelagic,50,1000,elongated,oceanodromous,of no interest,NA
Carcharhinus signatus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,fish,Carcharhinus,Night shark,280,TL,benthopelagic,0,600,fusiform / normal,NA,commercial,hooks and lines
Carcharhinus obscurus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,fish,Carcharhinus,Dusky shark,420,TL,reef-associated,0,400,fusiform / normal,oceanodromous,commercial,hooks and lines
Sardinella aurita,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Sardinella,fish,Sardinella,Round sardinella,41,TL,pelagic-neritic,0,350,fusiform / normal,oceanodromous,highly commercial,seines
Ceratias holboelli,Chordata,Teleostei,Lophiiformes,Ceratiidae,Ceratias,fish,Ceratias,Kroyer's deep-sea angler fish,16,SL,bathypelagic,400,4400,short and / or deep,NA,of no interest,NA
Nezumia aequalis,Chordata,Teleostei,Gadiformes,Macrouridae,Nezumia,fish,Nezumia,Common Atlantic grenadier,36,TL,benthopelagic,200,2320,elongated,non-migratory,minor commercial,trawls
Psenes maculatus,Chordata,Teleostei,Scombriformes,Nomeidae,Psenes,fish,Psenes,Silver driftfish,30,SL,pelagic-oceanic,0,1281,short and / or deep,oceanodromous,NA,NA
Symphurus plagiusa,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,fish,Symphurus,Blackcheek tonguefish,21,TL,demersal,0,183,elongated,NA,minor commercial,trawls
Naucrates ductor,Chordata,Teleostei,Carangiformes,Carangidae,Naucrates,fish,Naucrates,Pilotfish,70,TL,reef-associated,0,300,fusiform / normal,NA,minor commercial,trawls
Hoplostethus mediterraneus,Chordata,Teleostei,Trachichthyiformes,Trachichthyidae,Hoplostethus,fish,Hoplostethus,Mediterranean slimehead,42,SL,benthopelagic,100,1408,short and / or deep,NA,of no interest,trawls
Anguilla anguilla,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,fish,Anguilla,European eel,121.5,TL,demersal,0,700,eel-like,catadromous,commercial,traps
Lycodes turneri,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes,fish,Lycodes,Polar eelpout,25,TL,demersal,10,125,elongated,NA,NA,NA
Etmopterus gracilispinis,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,fish,Etmopterus,Broadbanded lanternshark,35,TL,pelagic-oceanic,25,1200,elongated,NA,of no interest,trawls
Rouleina attrita,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Rouleina,fish,Rouleina,Softskin smooth-head,48,SL,bathypelagic,450,2300,elongated,NA,NA,NA
Normichthys operosus,Chordata,Teleostei,Alepocephaliformes,Platytroctidae,Normichthys,fish,Normichthys,Multipore searsid,16.399999618530273,TL,bathypelagic,780,5000,fusiform / normal,NA,NA,NA
Lampadena chavesi,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampadena,fish,Lampadena,Chaves' lanternfish,8,SL,bathypelagic,40,800,elongated,oceanodromous,NA,NA
Moringua edwardsi,Chordata,Teleostei,Anguilliformes,Moringuidae,Moringua,fish,Moringua,Spaghetti eel,15,TL,reef-associated,NA,NA,eel-like,NA,NA,NA
Ruvettus pretiosus,Chordata,Teleostei,Scombriformes,Gempylidae,Ruvettus,fish,Ruvettus,Oilfish,300,TL,benthopelagic,100,975,elongated,oceanodromous,minor commercial,hooks and lines
Promethichthys prometheus,Chordata,Teleostei,Scombriformes,Gempylidae,Promethichthys,fish,Promethichthys,Roudi escolar,100,SL,benthopelagic,80,800,elongated,oceanodromous,subsistence fisheries,hooks and lines
Gymnura altavela,Chordata,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura,fish,Gymnura,Spiny butterfly ray,400,WD,demersal,5,100,other,NA,minor commercial,NA
Cubiceps gracilis,Chordata,Teleostei,Scombriformes,Nomeidae,Cubiceps,fish,Cubiceps,Driftfish,107,TL,pelagic-oceanic,NA,100,fusiform / normal,oceanodromous,of no interest,NA
Orthopristis chrysoptera,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Orthopristis,fish,Orthopristis,Pigfish,46,SL,demersal,10,NA,short and / or deep,oceanodromous,minor commercial,seines
Xenolepidichthys dalgleishi,Chordata,Teleostei,Zeiformes,Grammicolepididae,Xenolepidichthys,fish,Xenolepidichthys,Spotted tinselfish,17.450000762939453,TL,benthopelagic,128,885,short and / or deep,NA,of no interest,NA
Scopelosaurus mauli,Chordata,Teleostei,Aulopiformes,Notosudidae,Scopelosaurus,fish,Scopelosaurus,Maul's waryfish,11,SL,bathypelagic,0,300,elongated,NA,NA,NA
Isurus paucus,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Isurus,fish,Isurus,Longfin mako,427,TL,pelagic-oceanic,0,1752,fusiform / normal,oceanodromous,minor commercial,various gears
Chlopsis bicolor,Chordata,Teleostei,Anguilliformes,Chlopsidae,Chlopsis,fish,Chlopsis,Bicolor eel,42,TL,demersal,80,365,eel-like,NA,NA,NA
Carapus bermudensis,Chordata,Teleostei,Ophidiiformes,Carapidae,Carapus,fish,Carapus,Pearlfish,20,TL,reef-associated,1,235,eel-like,non-migratory,of no interest,NA
Loweina rara,Chordata,Teleostei,Myctophiformes,Myctophidae,Loweina,fish,Loweina,Laura's lantern fish,4.5,SL,bathypelagic,1,1050,fusiform / normal,oceanodromous,NA,NA
Coryphaenoides armatus,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,fish,Coryphaenoides,Abyssal grenadier,102,TL,bathypelagic,282,5180,elongated,NA,of no interest,NA
Trachinotus carolinus,Chordata,Teleostei,Carangiformes,Carangidae,Trachinotus,fish,Trachinotus,Florida pompano,64,TL,benthopelagic,1,70,short and / or deep,oceanodromous,highly commercial,gillnets
Dasyscopelus obtusirostris,Chordata,Teleostei,Myctophiformes,Myctophidae,Dasyscopelus,fish,Dasyscopelus,Bluntsnout lanternfish,9,TL,bathypelagic,0,700,fusiform / normal,oceanodromous,NA,NA
Alepocephalus australis,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Alepocephalus,fish,Alepocephalus,Small scaled brown slickhead,69,SL,bathydemersal,1000,2600,elongated,NA,of potential interest,NA
Diaphus taaningi,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,fish,Diaphus,Slopewater lanternfish,7,SL,bathypelagic,40,475,fusiform / normal,NA,NA,NA
Diplophos taenia,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Diplophos,fish,Diplophos,Pacific portholefish,27.600000381469727,SL,bathypelagic,0,1594,eel-like,NA,of no interest,NA
Chaetodon ocellatus,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon,fish,Chaetodon,Spotfin butterflyfish,20,TL,reef-associated,0,30,short and / or deep,NA,commercial,NA
Melanocetus murrayi,Chordata,Teleostei,Lophiiformes,Melanocetidae,Melanocetus,fish,Melanocetus,Murray's abyssal anglerfish,2,TL,bathypelagic,100,6370,short and / or deep,NA,NA,NA
Halieutichthys aculeatus,Chordata,Teleostei,Lophiiformes,Ogcocephalidae,Halieutichthys,fish,Halieutichthys,Pancake batfish,10,TL,reef-associated,5,820,short and / or deep,NA,NA,NA
Coryphaena equiselis,Chordata,Teleostei,Carangiformes,Coryphaenidae,Coryphaena,fish,Coryphaena,Pompano dolphinfish,145.6999969482422,TL,pelagic-oceanic,0,400,fusiform / normal,oceanodromous,minor commercial,various gears
Monacanthus ciliatus,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Monacanthus,fish,Monacanthus,Fringed filefish,20,TL,reef-associated,1,50,short and / or deep,NA,subsistence fisheries,NA
Dasyscopelus asper,Chordata,Teleostei,Myctophiformes,Myctophidae,Dasyscopelus,fish,Dasyscopelus,Prickly lanternfish,8.5,TL,bathypelagic,244,1948,elongated,oceanodromous,NA,NA
Bathylagus antarcticus,Chordata,Teleostei,Argentiniformes,Bathylagidae,Bathylagus,fish,Bathylagus,Antarctic deepsea smelt,19,SL,bathypelagic,0,4000,elongated,NA,NA,NA
Careproctus longipinnis,Chordata,Teleostei,Perciformes,Liparidae,Careproctus,fish,Careproctus,Longfin snailfish,27,NG,bathydemersal,340,1322,elongated,NA,NA,NA
Cyclothone signata,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,fish,Cyclothone,Showy bristlemouth,3,TL,bathypelagic,16,4938,elongated,NA,NA,NA
Stomias affinis,Chordata,Teleostei,Stomiiformes,Stomiidae,Stomias,fish,Stomias,Günther's boafish,21.899999618530273,SL,bathypelagic,0,3182,elongated,NA,commercial,NA
Ilyophis brunneus,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,Ilyophis,fish,Ilyophis,Muddy arrowtooth eel,58,TL,bathypelagic,450,3120,eel-like,NA,of no interest,NA
Lampadena luminosa,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampadena,fish,Lampadena,Luminous lanternfish,20,SL,bathypelagic,50,1021,elongated,oceanodromous,NA,NA
Pentanemus quinquarius,Chordata,Teleostei,Carangaria incertae sedis,Polynemidae,Pentanemus,fish,Pentanemus,Royal threadfin,35,TL,demersal,10,70,fusiform / normal, ,highly commercial,trawls
Cyttopsis rosea,Chordata,Teleostei,Zeiformes,Parazenidae,Cyttopsis,fish,Cyttopsis,Rosy dory,31,TL,bathypelagic,150,730,short and / or deep,NA,commercial,trawls
Carcharhinus limbatus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,fish,Carcharhinus,Blacktip shark,286,TL,reef-associated,0,140,fusiform / normal,amphidromous,commercial,various gears
Prognichthys gibbifrons,Chordata,Teleostei,Beloniformes,Exocoetidae,Prognichthys,fish,Prognichthys,Bluntnose flyingfish,19.5,SL,pelagic-neritic,0,NA,elongated,oceanodromous,minor commercial,NA
Ptereleotris monoptera,Chordata,Teleostei,Gobiiformes,Microdesmidae,Ptereleotris,fish,Ptereleotris,Lyre-tail dart-goby,12,SL,reef-associated,6,50,elongated,NA,commercial,NA
Scopelarchus michaelsarsi,Chordata,Teleostei,Aulopiformes,Scopelarchidae,Scopelarchus,fish,Scopelarchus,Bigfin pearleye,10.149999618530273,SL,bathypelagic,256,500,fusiform / normal,oceanodromous,of no interest,NA
Brama brama,Chordata,Teleostei,Scombriformes,Bramidae,Brama,fish,Brama,Atlantic pomfret,100,TL,pelagic-neritic,0,1000,short and / or deep,oceanodromous,commercial,hooks and lines
Scomberomorus maculatus,Chordata,Teleostei,Scombriformes,Scombridae,Scomberomorus,fish,Scomberomorus,Atlantic Spanish mackerel,91,FL,pelagic-neritic,10,35,fusiform / normal,oceanodromous,highly commercial,gillnets
Oneirodes eschrichtii,Chordata,Teleostei,Lophiiformes,Oneirodidae,Oneirodes,fish,Oneirodes,Bulbous dreamer,28.799999237060547,SL,bathypelagic,750,2500,short and / or deep,NA,NA,NA
Bajacalifornia megalops,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Bajacalifornia,fish,Bajacalifornia,Bigeye smooth-head,40,SL,bathypelagic,150,3200,elongated,NA,of no interest,NA
Baldwinella aureorubens,Chordata,Teleostei,Perciformes,Anthiadidae,Baldwinella,fish,Baldwinella,Streamer bass,30,TL,demersal,120,610,fusiform / normal,NA,minor commercial,NA
Aluterus heudelotii,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,fish,Aluterus,Dotterel filefish,45,TL,demersal,3,2000,short and / or deep,NA,NA,NA
Physiculus fulvus,Chordata,Teleostei,Gadiformes,Moridae,Physiculus,fish,Physiculus,Hakeling,10.600000381469727,SL,benthopelagic,0,139,elongated,NA,NA,NA
Gonostoma atlanticum,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Gonostoma,fish,Gonostoma,Atlantic fangjaw,6.599999904632568,SL,bathypelagic,50,1352,elongated,NA,of no interest,NA
Bathylagichthys greyae,Chordata,Teleostei,Argentiniformes,Bathylagidae,Bathylagichthys,fish,Bathylagichthys,Grey's deepsea smelt,16,SL,bathypelagic,25,1000,elongated,NA,NA,NA
Prosopium cylindraceum,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,fish,Prosopium,Round whitefish,59,TL,benthopelagic,4,72,fusiform / normal,potamodromous,minor commercial,NA
Centropristis philadelphica,Chordata,Teleostei,Perciformes,Serranidae,Centropristis,fish,Centropristis,Rock sea bass,30,TL,reef-associated,9,171,fusiform / normal,NA,NA,NA
Paraconger caudilimbatus,Chordata,Teleostei,Anguilliformes,Congridae,Paraconger,fish,Paraconger,Margintail conger,51,TL,reef-associated,NA,75,eel-like,NA,NA,NA
Cyprinus carpio,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,fish,Cyprinus,Common carp,120,TL,benthopelagic,0,29,fusiform / normal,potamodromous,highly commercial,seines
Prionotus alatus,Chordata,Teleostei,Perciformes,Triglidae,Prionotus,fish,Prionotus,Spiny searobin,17.5,TL,demersal,35,180,elongated,NA,NA,NA
Mullus auratus,Chordata,Teleostei,Mulliformes,Mullidae,Mullus,fish,Mullus,Red goatfish,25,TL,demersal,9,91,fusiform / normal,NA,minor commercial,trawls
Exocoetus obtusirostris,Chordata,Teleostei,Beloniformes,Exocoetidae,Exocoetus,fish,Exocoetus,Oceanic two-wing flyingfish,24,TL,pelagic-neritic,0,20,fusiform / normal,oceanodromous,of no interest,NA
Regalecus glesne,Chordata,Teleostei,Lampriformes,Regalecidae,Regalecus,fish,Regalecus,King of herrings,800,TL,pelagic-oceanic,20,1000,eel-like,oceanodromous,minor commercial,trawls
Cookeolus japonicus,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Cookeolus,fish,Cookeolus,Longfinned bullseye,69,NG,reef-associated,40,400,fusiform / normal,NA,commercial,various gears
Rhynchoconger flavus,Chordata,Teleostei,Anguilliformes,Congridae,Rhynchoconger,fish,Rhynchoconger,Yellow conger,150,TL,demersal,26,183,eel-like,NA,of potential interest,NA
Sternoptyx pseudobscura,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Sternoptyx,fish,Sternoptyx,Highlight hatchetfish,6,SL,bathypelagic,800,2000,short and / or deep,oceanodromous,of no interest,NA
Ammodytes marinus,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,fish,Ammodytes,Lesser sand-eel,25,TL,benthopelagic,10,150,elongated,NA,commercial,seines
Alectis ciliaris,Chordata,Teleostei,Carangiformes,Carangidae,Alectis,fish,Alectis,African pompano,150,TL,reef-associated,60,100,short and / or deep,NA,minor commercial,various gears
Somniosus microcephalus,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,fish,Somniosus,Greenland shark,427,TL,benthopelagic,0,2992,elongated,oceanodromous,minor commercial,hooks and lines
Rajella bigelowi,Chordata,Elasmobranchii,Rajiformes,Rajidae,Rajella,fish,Rajella,Bigelow's ray,55,TL,bathydemersal,650,4156,other,NA,bycatch,NA
Etropus rimosus,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Etropus,fish,Etropus,Gray flounder,13,TL,demersal,7,180,other,NA,NA,NA
Seriola dumerili,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,fish,Seriola,Greater amberjack,190,TL,reef-associated,1,385,fusiform / normal,oceanodromous,minor commercial,hooks and lines
Lycodonus mirabilis,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodonus,fish,Lycodonus,Chevron scutepout,30.200000762939453,SL,bathydemersal,271,2394,elongated,NA,NA,NA
Remora remora,Chordata,Teleostei,Carangiformes,Echeneidae,Remora,fish,Remora,Shark sucker,86.4000015258789,TL,reef-associated,0,200,elongated,NA,commercial,NA
Citharichthys cornutus,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,fish,Citharichthys,Horned whiff,10,TL,bathydemersal,30,400,short and / or deep,NA,NA,NA
Bembrops gobioides,Chordata,Teleostei,Perciformes,Bembropidae,Bembrops,fish,Bembrops,Goby flathead,30,TL,demersal,100,724,elongated,NA,NA,NA
Callechelys muraena,Chordata,Teleostei,Anguilliformes,Ophichthidae,Callechelys,fish,Callechelys,Blotched snake eel,60,TL,demersal,27,115,eel-like,NA,NA,NA
Triglops nybelini,Chordata,Teleostei,Perciformes,Cottidae,Triglops,fish,Triglops,Bigeye sculpin,20,NG,demersal,71,1270,elongated,NA,of no interest,NA
Flagellostomias boureei,Chordata,Teleostei,Stomiiformes,Stomiidae,Flagellostomias,fish,Flagellostomias,Longbarb dragonfish,32.20000076293945,SL,bathypelagic,0,3000,elongated,NA,NA,NA
Diaphus problematicus,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,fish,Diaphus,Problematic lanternfish,10.5,SL,bathypelagic,40,820,elongated,oceanodromous,NA,NA
Dorosoma cepedianum,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Dorosoma,fish,Dorosoma,American gizzard shad,57,FL,pelagic-neritic,0,33,fusiform / normal,anadromous,minor commercial,seines
Seriola fasciata,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,fish,Seriola,Lesser amberjack,67.5,FL,benthopelagic,55,348,fusiform / normal,NA,subsistence fisheries,NA
Paraliparis garmani,Chordata,Teleostei,Perciformes,Liparidae,Paraliparis,fish,Paraliparis,Pouty seasnail,14.199999809265137,NG,bathydemersal,225,1000,elongated,NA,NA,NA
Ophidion selenops,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,fish,Ophidion,Mooneye cusk-eel,10,TL,reef-associated,12,144,eel-like,NA,of no interest,NA
Gempylus serpens,Chordata,Teleostei,Scombriformes,Gempylidae,Gempylus,fish,Gempylus,Snake mackerel,100,SL,pelagic-oceanic,0,600,elongated,oceanodromous,minor commercial,hooks and lines
Hirundichthys rondeletii,Chordata,Teleostei,Beloniformes,Exocoetidae,Hirundichthys,fish,Hirundichthys,Black wing flyingfish,30,TL,pelagic-oceanic,0,1,elongated,oceanodromous,commercial,NA
Canthidermis maculata,Chordata,Teleostei,Tetraodontiformes,Balistidae,Canthidermis,fish,Canthidermis,Rough triggerfish,50,TL,reef-associated,1,110,short and / or deep,NA,commercial,various gears
Lophius gastrophysus,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,fish,Lophius,Blackfin goosefish,67.5,TL,bathydemersal,40,700,fusiform / normal,NA,minor commercial,trawls
Microlophichthys microlophus,Chordata,Teleostei,Lophiiformes,Oneirodidae,Microlophichthys,fish,Microlophichthys,Short-rod anglerfish,NA,NA,bathypelagic,800,2200,other,NA,NA,NA
Sudis atrox,Chordata,Teleostei,Aulopiformes,Paralepididae,Sudis,fish,Sudis,Fierce pike smelt,12.5,TL,bathypelagic,30,2250,elongated,NA,of no interest,NA
Hoplostethus occidentalis,Chordata,Teleostei,Trachichthyiformes,Trachichthyidae,Hoplostethus,fish,Hoplostethus,Atlantic Roughy,17.299999237060547,SL,bathypelagic,485,550,short and / or deep,NA,of no interest,NA
